Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,SUM,MAX,Avg, 
P575,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,3,0,0,1,0,1,1,1,1,2,0,23,3,0.442307692,
P576,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,1,1,1,0,0,0,15,2,0.288461538,
P577,1,1,0,1,1,0,0,0,1,1,0,1,3,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,3,0,1,1,1,2,1,0,1,3,2,1,0,39,3,0.75,
P578,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,3,0.269230769,
P579,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0.153846154,
P580,1,5,4,7,2,5,1,6,0,1,4,3,2,3,5,7,3,3,3,5,5,1,6,2,4,5,0,2,0,6,2,1,3,1,3,2,3,3,4,2,5,4,6,5,3,1,0,4,6,4,2,7,0,172,7,3.307692308,
P581,2,2,5,2,2,8,6,3,2,4,2,4,6,4,0,6,2,3,3,3,1,2,4,3,1,4,0,3,3,3,1,3,4,5,5,2,1,1,1,3,2,3,3,3,4,3,3,2,3,5,9,4,0,163,9,3.134615385,
P582,3,4,2,3,5,1,3,0,4,3,4,1,4,5,2,2,1,1,3,1,3,2,2,4,1,4,1,2,3,1,1,1,2,6,5,4,0,1,3,4,4,0,2,2,3,0,1,2,2,3,2,1,0,124,6,2.384615385,
P583,2,1,4,1,3,3,1,3,1,3,1,6,4,2,7,2,2,3,2,3,4,3,3,3,1,4,1,3,4,0,2,3,3,2,0,2,1,4,3,0,1,2,2,2,7,3,2,3,2,4,7,5,0,140,7,2.692307692,
P584,2,3,2,6,2,2,2,4,6,4,4,4,5,3,6,7,4,4,5,4,6,4,2,4,3,4,1,2,3,1,1,0,2,0,3,5,0,1,1,1,3,1,3,3,3,3,3,3,3,3,4,5,0,160,7,3.076923077,
P585,1,0,1,1,2,0,1,0,2,2,2,1,1,1,1,2,0,2,0,2,0,2,2,2,3,4,1,4,0,1,0,0,0,0,1,1,1,1,0,3,1,3,4,2,1,2,1,0,1,4,1,1,0,69,4,1.326923077,
P586,7,2,4,6,8,8,7,3,3,8,6,4,4,4,13,3,6,8,4,8,5,10,7,9,13,14,6,4,7,5,7,4,4,8,5,2,3,5,4,4,7,8,3,2,6,2,7,5,4,5,12,11,2,314,14,6.038461538,
P587,4,4,2,5,2,3,2,3,0,5,4,1,3,7,5,6,3,5,2,6,3,3,1,8,6,5,2,2,2,9,4,1,3,4,2,1,4,3,2,3,3,5,8,2,1,3,4,3,4,2,5,5,0,185,9,3.557692308,
P588,5,2,1,0,1,2,2,6,2,6,4,1,1,2,2,2,1,3,2,6,2,1,1,1,5,6,0,3,0,3,1,0,0,2,0,0,1,4,1,1,0,2,3,3,1,3,1,1,1,6,1,4,0,109,6,2.096153846,
P589,0,1,1,0,2,1,0,1,0,1,1,1,0,2,0,2,1,0,2,1,0,1,4,1,1,4,1,1,2,1,0,2,1,3,2,4,2,2,1,0,2,3,2,7,0,5,1,0,0,3,4,0,0,77,7,1.480769231,
P590,3,4,4,6,4,4,0,5,2,1,5,3,2,5,6,4,5,2,8,5,6,2,9,8,3,2,0,3,2,1,1,3,2,1,4,4,5,2,3,3,1,6,4,3,3,1,1,5,3,4,7,8,0,188,9,3.615384615,
P591,2,2,2,2,1,3,2,1,4,4,4,4,1,1,2,2,3,6,4,3,4,1,3,3,3,6,4,3,4,3,1,1,1,0,2,1,3,3,2,2,2,5,1,0,0,2,3,3,4,4,4,8,0,139,8,2.673076923,
P592,2,0,0,1,0,0,0,1,1,1,3,0,0,2,2,1,0,2,1,1,0,3,0,0,3,1,0,1,4,0,0,0,0,1,2,1,1,1,2,2,1,1,1,0,3,0,6,1,2,1,1,6,0,63,6,1.211538462,
P593,4,5,1,4,0,1,3,5,3,3,4,4,6,3,7,4,2,6,4,5,2,6,3,2,2,8,4,0,2,2,2,2,3,1,2,3,4,1,3,3,3,3,5,4,4,3,5,3,4,2,7,2,0,174,8,3.346153846,
P594,1,2,3,5,3,4,4,3,3,1,2,3,3,6,1,9,5,3,5,3,2,4,9,6,3,3,4,1,1,2,0,4,1,2,5,0,3,1,4,0,3,2,4,5,4,5,3,3,3,5,6,4,0,171,9,3.288461538,
P595,1,2,3,3,1,5,1,4,3,4,1,5,2,2,1,0,2,4,10,5,3,4,3,4,3,2,1,2,3,3,2,2,3,0,0,1,0,1,0,2,4,1,3,1,4,2,6,5,3,7,1,3,0,138,10,2.653846154,
P596,2,3,5,4,3,3,7,3,3,4,5,4,9,7,5,11,5,9,10,6,4,10,8,7,6,12,3,4,1,2,1,5,5,6,6,2,6,7,4,7,5,1,6,6,7,2,10,5,3,7,12,7,1,285,12,5.480769231,
P597,1,2,0,0,2,1,1,0,0,0,0,2,1,1,0,1,1,0,0,0,1,2,0,1,1,6,1,1,1,0,0,1,1,1,1,0,0,1,3,0,6,1,1,2,2,3,1,3,5,2,3,4,0,68,6,1.307692308,
P598,10,6,6,15,10,14,10,9,12,12,11,13,19,11,16,16,14,14,14,21,11,11,17,18,16,25,8,8,9,2,6,7,10,9,9,5,8,16,15,13,7,8,12,14,12,12,12,13,14,16,19,21,2,636,25,12.23076923,
P599,2,1,1,1,3,2,1,1,1,3,3,2,2,0,5,1,1,3,3,3,1,3,2,5,10,6,5,6,3,1,6,4,4,5,3,5,3,5,3,7,1,5,5,3,4,3,8,3,10,8,7,16,0,199,16,3.826923077,
P600,0,1,3,1,1,1,2,2,0,1,3,0,1,1,2,0,1,1,1,1,2,2,0,3,1,8,1,5,0,0,2,4,0,2,3,2,5,0,2,1,7,1,1,2,4,1,2,4,4,8,8,6,0,114,8,2.192307692,
P601,0,0,1,0,1,1,1,1,0,0,0,2,0,3,1,0,0,0,3,2,1,1,1,5,3,1,2,3,2,4,2,0,2,4,4,4,1,2,1,4,1,1,4,0,3,0,1,0,6,2,3,3,0,87,6,1.673076923,
P602,0,0,0,1,1,0,2,4,0,0,1,0,0,3,3,0,0,0,0,0,1,0,1,1,1,0,3,1,0,1,1,1,2,2,0,1,0,0,1,0,0,1,1,0,0,2,0,1,1,0,2,1,0,41,4,0.788461538,
P603,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,2,1,0,0,1,0,0,0,1,1,1,1,3,1,1,0,1,0,0,29,3,0.557692308,
P604,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,2,0.269230769,
P605,1,3,2,1,4,1,0,1,0,0,2,0,0,0,1,0,1,1,2,0,0,5,1,1,0,3,1,0,0,0,1,1,1,1,3,3,1,0,0,0,4,3,0,1,3,0,1,0,3,1,1,4,0,63,5,1.211538462,
P606,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,2,0,0,2,1,0,1,2,1,0,1,2,0,1,0,5,1,0,2,1,0,0,0,1,0,0,0,1,0,0,5,1,1,2,0,44,5,0.846153846,
P607,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,13,1,0.25,
P608,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,3,0,0,5,0,23,5,0.442307692,
P609,0,0,2,1,8,4,5,3,3,4,2,3,3,3,3,3,6,5,5,3,0,5,9,6,10,5,1,3,1,4,6,2,3,2,3,3,2,3,3,5,1,3,2,6,3,1,1,2,1,6,2,9,0,179,10,3.442307692,
P610,6,3,1,4,5,1,11,3,5,2,5,4,4,4,3,9,2,2,2,2,5,4,3,9,5,5,3,1,6,2,2,3,3,4,4,0,3,3,3,1,2,3,5,0,3,5,4,7,6,4,4,5,0,195,11,3.75,
P611,3,1,2,7,3,0,4,3,3,3,3,2,3,2,2,2,3,5,5,3,2,2,6,4,9,8,2,1,4,7,3,3,5,3,0,1,2,6,3,6,5,4,5,7,1,2,3,3,1,2,6,10,0,185,10,3.557692308,
P612,14,11,13,9,13,14,12,26,20,13,11,14,16,8,9,15,16,17,15,17,24,10,16,16,16,20,16,5,8,9,7,6,10,12,12,7,13,5,11,10,8,18,9,19,17,11,14,15,14,13,12,15,5,681,26,13.09615385,
P613,18,26,12,17,23,15,18,19,33,31,21,32,21,17,29,20,20,23,20,27,20,30,29,33,43,31,9,17,16,17,14,15,13,8,13,25,16,29,17,17,19,19,24,26,21,25,25,24,29,23,34,30,8,1153,43,22.17307692,
P614,4,4,2,3,4,6,5,8,4,3,4,7,6,5,4,9,9,5,6,6,6,5,9,6,6,14,6,5,1,7,5,6,6,3,4,2,2,3,4,6,5,9,5,1,7,5,7,2,7,5,9,12,1,284,14,5.461538462,
P615,17,16,19,20,19,19,29,35,15,27,24,24,34,29,24,29,24,29,22,22,37,32,25,27,50,33,14,11,13,24,16,17,15,17,18,20,19,26,16,24,17,20,26,35,29,22,22,30,29,31,34,39,11,1265,50,24.32692308,
P616,6,6,3,2,6,2,3,5,5,6,4,1,7,6,5,6,2,7,10,8,8,6,5,6,8,8,5,4,4,5,6,4,2,3,1,2,2,6,3,7,6,4,5,1,6,6,2,5,6,7,7,4,1,254,10,4.884615385,
P617,36,33,40,46,39,39,26,44,34,34,43,46,36,28,27,44,32,32,39,32,36,39,31,25,33,22,24,22,24,28,27,18,24,27,34,27,35,38,52,32,25,25,22,24,29,35,33,32,34,32,19,18,18,1656,52,31.84615385,
P618,40,35,49,31,34,45,40,42,42,41,42,34,37,39,37,29,51,43,33,26,39,33,25,35,23,24,23,26,37,29,29,30,39,39,27,32,33,39,39,22,21,31,29,39,34,35,45,28,33,38,23,33,21,1782,51,34.26923077,
P619,38,31,31,41,41,36,37,27,40,34,45,33,22,37,43,32,52,29,37,28,29,27,33,36,27,21,32,39,23,32,25,45,31,46,27,28,32,34,25,21,30,36,28,21,30,34,31,33,25,36,19,22,19,1672,52,32.15384615,
P620,31,27,37,29,34,39,28,28,30,32,38,37,39,30,40,32,42,29,31,38,35,27,38,36,35,26,22,23,27,31,29,24,30,25,25,27,24,35,30,34,24,21,31,36,27,25,27,34,27,37,31,19,19,1593,42,30.63461538,
P621,31,33,29,38,36,27,38,62,39,39,38,34,33,36,35,35,52,31,37,50,32,27,35,29,26,29,20,19,20,25,47,35,33,26,26,30,26,16,38,43,34,26,22,26,37,42,28,35,27,31,25,30,16,1698,62,32.65384615,
P622,29,33,39,40,40,37,37,37,26,42,34,32,25,36,46,41,35,31,30,36,30,34,34,30,24,33,29,27,41,23,23,23,21,42,35,35,27,25,32,41,37,37,25,19,40,31,39,21,37,40,27,25,19,1693,46,32.55769231,
P623,38,27,36,36,35,39,33,29,41,31,37,37,30,35,25,28,42,30,39,30,45,35,32,30,29,25,25,26,26,25,35,24,27,27,44,43,22,35,31,33,35,25,40,43,36,34,32,18,26,35,29,23,18,1673,45,32.17307692,
P624,5,10,13,6,12,10,15,17,9,13,11,11,8,9,12,2,8,13,9,11,5,10,11,6,7,11,11,12,7,6,8,8,11,6,5,8,8,7,8,10,6,13,10,8,8,11,3,8,6,6,10,4,2,462,17,8.884615385,
P625,11,6,11,15,7,12,8,6,8,17,17,11,6,3,11,14,12,12,13,12,6,9,7,10,3,7,6,10,6,9,14,7,8,12,5,8,11,11,9,12,6,7,11,15,8,7,12,6,9,6,7,10,3,486,17,9.346153846,
P626,10,6,8,13,9,16,11,5,8,12,12,10,13,7,11,6,9,9,9,7,5,8,9,8,10,7,8,9,6,4,7,5,6,8,15,4,9,6,18,6,7,8,7,12,9,10,9,10,13,11,8,11,4,464,18,8.923076923,
P627,12,11,12,9,11,8,8,12,13,13,12,11,11,12,5,6,8,14,12,13,10,12,6,9,7,8,5,6,18,5,7,7,12,11,9,5,6,11,6,9,4,10,7,14,6,14,12,13,12,8,18,12,4,512,18,9.846153846,
P628,7,6,13,9,11,5,14,10,7,4,7,12,14,9,7,10,9,8,11,5,3,8,7,12,8,8,8,11,12,9,9,4,6,10,9,9,3,13,6,6,9,8,12,8,4,6,7,6,13,8,9,8,3,437,14,8.403846154,
P629,10,9,11,12,6,11,7,18,8,15,6,4,6,12,9,9,11,14,10,6,11,11,8,7,17,3,8,4,7,10,8,11,7,14,17,14,8,12,9,7,4,6,8,7,6,15,3,10,12,5,11,8,3,482,18,9.269230769,
P630,11,11,8,12,26,5,5,18,13,9,6,10,9,14,10,8,12,6,3,12,7,8,8,5,9,7,4,7,7,8,11,7,11,6,13,5,6,11,7,4,14,5,5,12,7,3,5,7,11,8,8,6,3,450,26,8.653846154,
P631,8,4,13,14,12,5,10,11,11,18,13,13,15,7,9,7,18,13,6,6,13,9,9,6,7,7,6,11,12,2,9,7,5,3,9,8,16,12,6,5,9,3,4,9,10,6,10,8,5,7,6,8,2,460,18,8.846153846,
P632,13,11,14,9,11,14,8,8,4,4,10,15,10,9,13,14,15,13,11,16,9,7,13,19,11,18,3,7,7,8,5,6,14,12,10,10,10,11,7,9,8,10,6,7,8,9,6,12,10,8,9,9,3,520,19,10,
P633,5,7,16,16,11,12,8,5,9,12,7,7,9,15,11,12,13,16,11,11,9,10,12,17,13,11,9,8,4,10,5,8,9,5,6,10,5,7,7,5,15,8,4,5,11,9,9,8,9,11,6,13,4,491,17,9.442307692,
P634,6,8,13,10,11,12,9,8,10,9,16,14,12,12,16,10,7,15,13,15,12,9,7,13,17,11,10,10,13,8,7,12,7,1,12,8,7,9,5,10,9,4,6,10,11,15,3,7,8,12,11,8,1,518,17,9.961538462,
P635,14,8,11,10,6,9,15,13,14,9,14,13,13,6,16,8,11,5,7,8,7,9,5,6,11,12,8,7,8,4,10,11,8,12,16,8,11,8,8,11,6,7,5,8,6,7,7,4,3,5,8,7,3,463,16,8.903846154,
P636,6,15,9,14,18,7,11,9,14,8,11,7,15,9,13,19,12,19,12,9,16,16,12,14,13,7,8,14,9,11,9,7,10,8,3,13,8,13,9,9,9,14,6,14,14,16,16,8,13,10,13,14,3,593,19,11.40384615,
P637,2,4,3,7,4,4,4,5,2,2,2,1,2,5,3,2,6,4,4,9,6,4,2,3,6,6,3,4,7,7,5,4,3,1,5,3,3,6,2,5,7,2,7,6,3,7,5,4,5,5,6,3,1,220,9,4.230769231,
P638,15,7,10,18,21,8,7,12,13,15,12,15,22,15,8,9,13,16,13,18,16,12,28,15,25,20,8,8,4,4,5,10,9,9,7,12,7,8,12,4,9,6,20,17,9,18,10,14,15,19,20,20,4,667,28,12.82692308,
P639,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,10,2,0.192307692,
P640,14,20,15,11,10,20,18,12,18,11,17,18,13,24,11,18,21,12,14,22,15,22,20,21,34,26,13,11,11,16,16,11,9,15,19,14,20,18,17,19,8,15,17,13,10,20,19,15,18,22,26,18,8,867,34,16.67307692,
P641,0,5,0,2,6,2,0,2,3,5,4,5,1,1,2,4,5,2,1,3,1,0,3,4,4,1,2,3,3,1,2,3,2,2,3,2,0,4,3,2,3,1,2,3,3,4,4,2,2,0,4,4,0,130,6,2.5,
P642,5,3,4,2,2,2,4,2,5,2,3,5,5,1,3,7,3,3,2,7,4,3,5,6,6,7,2,2,0,5,3,3,2,2,4,1,1,4,4,4,1,1,3,4,2,4,2,3,4,8,2,5,0,177,8,3.403846154,
P643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.096153846,
P644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0.038461538,
P647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0.115384615,
P649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0.057692308,
P651,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,19,2,0.365384615,
P652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,10,2,0.192307692,
P653,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,13,3,0.25,
P654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0.038461538,
P655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0.115384615,
P656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0.038461538,
P657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,0.115384615,
P658,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,8,2,0.153846154,
P659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,0.115384615,
P660,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,7,2,0.134615385,
P661,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.057692308,
P662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,4,1,0.076923077,
P663,0,0,0,2,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,1,0,0,1,2,1,0,0,1,1,2,1,3,0,1,1,1,0,1,1,0,0,2,0,2,0,1,1,1,2,1,0,38,3,0.730769231,
P664,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,0,1,1,2,0,1,1,0,0,22,3,0.423076923,
P665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,13,3,0.25,
P666,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,11,2,0.211538462,
P667,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,1,0.211538462,
P668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.057692308,
P669,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0.096153846,
P670,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,2,0,1,2,3,0,0,1,2,1,2,1,0,0,2,1,0,1,1,1,0,0,1,1,0,2,2,3,0,1,2,0,39,3,0.75,
P671,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,2,2,1,0,0,18,2,0.346153846,
P672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,11,2,0.211538462,
P673,1,3,1,2,3,0,6,0,0,5,0,1,4,1,5,5,4,0,2,3,2,1,3,2,1,9,2,3,1,0,5,6,3,3,3,2,6,5,3,2,0,1,5,4,4,3,8,5,4,4,7,7,0,160,9,3.076923077,
P674,4,4,8,7,2,6,5,3,3,8,6,3,3,6,2,7,5,6,5,8,6,4,10,9,6,15,7,2,3,7,7,3,8,7,12,7,9,7,12,9,13,5,6,12,7,12,10,9,15,9,12,20,2,381,20,7.326923077,
P675,2,1,4,0,2,5,5,1,3,2,1,1,1,1,8,5,0,3,6,3,6,7,5,4,4,10,7,3,5,7,4,4,1,2,3,6,4,6,6,6,4,8,7,7,6,5,5,5,7,7,5,9,0,229,10,4.403846154,
P676,1,1,3,2,5,4,1,7,1,2,1,0,2,2,1,3,1,3,1,1,3,4,2,6,7,6,3,5,4,1,0,4,0,4,4,1,4,6,2,3,3,3,1,5,5,3,3,3,4,3,8,10,0,162,10,3.115384615,
P677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0.096153846,
P678,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0.115384615,
P679,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9,2,0.173076923,
P680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.019230769,
P681,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,7,1,0.134615385,
P682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,2,0.076923077,
P683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0.076923077,
P684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.019230769,
P685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,0.076923077,
P686,2,4,0,1,2,4,0,2,2,2,0,2,1,4,3,5,2,2,6,2,5,3,6,3,4,3,2,2,0,1,2,4,1,1,2,4,1,3,4,0,0,4,3,3,3,2,5,2,5,2,2,5,0,133,6,2.557692308,
P687,1,0,0,0,0,1,4,0,2,1,2,0,2,1,0,0,1,0,0,0,0,0,2,0,2,2,0,0,4,0,0,4,3,0,2,1,2,0,2,2,0,0,2,1,2,2,1,0,0,1,2,1,0,53,4,1.019230769,
P688,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,1,0,1,1,0,1,1,2,1,0,0,1,0,2,1,1,0,1,0,1,3,0,1,1,0,2,0,0,0,0,0,0,2,1,1,0,0,32,3,0.615384615,
P689,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,4,0,21,4,0.403846154,
P690,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,3,1,0,1,1,0,1,1,1,1,2,0,0,0,0,0,0,23,3,0.442307692,
P691,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,14,2,0.269230769,
